Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/13/20,AQS,60731006,1,6.8,ug/m3 LC,28,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/14/20,AQS,60731006,1,5.7,ug/m3 LC,24,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/15/20,AQS,60731006,1,5.5,ug/m3 LC,23,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/16/20,AQS,60731006,1,4.3,ug/m3 LC,18,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/17/20,AQS,60731006,1,1.9,ug/m3 LC,8,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/18/20,AQS,60731006,1,1.6,ug/m3 LC,7,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/19/20,AQS,60731006,1,2.6,ug/m3 LC,11,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/20/20,AQS,60731006,1,6.8,ug/m3 LC,28,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/21/20,AQS,60731006,1,5.1,ug/m3 LC,21,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/22/20,AQS,60731006,1,3.3,ug/m3 LC,14,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/23/20,AQS,60731006,1,2,ug/m3 LC,8,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/24/20,AQS,60731006,1,5.2,ug/m3 LC,22,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/25/20,AQS,60731006,1,8.4,ug/m3 LC,35,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/26/20,AQS,60731006,1,8.9,ug/m3 LC,37,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/27/20,AQS,60731006,1,5,ug/m3 LC,21,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/28/20,AQS,60731006,1,3.1,ug/m3 LC,13,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/29/20,AQS,60731006,1,3.8,ug/m3 LC,16,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/30/20,AQS,60731006,1,1.1,ug/m3 LC,5,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
1/31/20,AQS,60731006,1,0.8,ug/m3 LC,3,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/1/20,AQS,60731006,1,0.2,ug/m3 LC,1,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/2/20,AQS,60731006,1,4.1,ug/m3 LC,17,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/3/20,AQS,60731006,1,6.3,ug/m3 LC,26,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/4/20,AQS,60731006,1,2.5,ug/m3 LC,10,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/5/20,AQS,60731006,1,2.9,ug/m3 LC,12,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/6/20,AQS,60731006,1,3.7,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/7/20,AQS,60731006,1,5.6,ug/m3 LC,23,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/8/20,AQS,60731006,1,8.1,ug/m3 LC,34,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/9/20,AQS,60731006,1,6.1,ug/m3 LC,25,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/10/20,AQS,60731006,1,2.7,ug/m3 LC,11,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/11/20,AQS,60731006,1,5.9,ug/m3 LC,25,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/12/20,AQS,60731006,1,5.4,ug/m3 LC,23,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/13/20,AQS,60731006,1,5.7,ug/m3 LC,24,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/14/20,AQS,60731006,1,6.1,ug/m3 LC,25,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/15/20,AQS,60731006,1,4,ug/m3 LC,17,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/16/20,AQS,60731006,1,5.5,ug/m3 LC,23,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/17/20,AQS,60731006,1,6.5,ug/m3 LC,27,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/18/20,AQS,60731006,1,13.1,ug/m3 LC,53,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/19/20,AQS,60731006,1,10.3,ug/m3 LC,43,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/20/20,AQS,60731006,1,5.4,ug/m3 LC,23,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/21/20,AQS,60731006,1,7.6,ug/m3 LC,32,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/22/20,AQS,60731006,1,7.7,ug/m3 LC,32,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/23/20,AQS,60731006,1,5.4,ug/m3 LC,23,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/24/20,AQS,60731006,1,6.8,ug/m3 LC,28,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/25/20,AQS,60731006,1,2.8,ug/m3 LC,12,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/26/20,AQS,60731006,1,1.8,ug/m3 LC,8,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/27/20,AQS,60731006,1,0,ug/m3 LC,0,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/28/20,AQS,60731006,1,2.8,ug/m3 LC,12,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
2/29/20,AQS,60731006,1,3.5,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/1/20,AQS,60731006,1,4.8,ug/m3 LC,20,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/2/20,AQS,60731006,1,2.7,ug/m3 LC,11,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/3/20,AQS,60731006,1,2.5,ug/m3 LC,10,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/4/20,AQS,60731006,1,7.5,ug/m3 LC,31,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/5/20,AQS,60731006,1,5.9,ug/m3 LC,25,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/6/20,AQS,60731006,1,6.4,ug/m3 LC,27,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/7/20,AQS,60731006,1,4,ug/m3 LC,17,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/8/20,AQS,60731006,1,2.3,ug/m3 LC,10,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/9/20,AQS,60731006,1,1.6,ug/m3 LC,7,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/10/20,AQS,60731006,1,2.1,ug/m3 LC,9,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/11/20,AQS,60731006,1,2.8,ug/m3 LC,12,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/12/20,AQS,60731006,1,1.5,ug/m3 LC,6,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/13/20,AQS,60731006,1,1.6,ug/m3 LC,7,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/14/20,AQS,60731006,1,3.1,ug/m3 LC,13,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/15/20,AQS,60731006,1,3.7,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/16/20,AQS,60731006,1,3.5,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/17/20,AQS,60731006,1,1.7,ug/m3 LC,7,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/18/20,AQS,60731006,1,1.1,ug/m3 LC,5,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/19/20,AQS,60731006,1,2.5,ug/m3 LC,10,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/20/20,AQS,60731006,1,3.4,ug/m3 LC,14,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/21/20,AQS,60731006,1,3.6,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/22/20,AQS,60731006,1,1.7,ug/m3 LC,7,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/23/20,AQS,60731006,1,2.9,ug/m3 LC,12,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/24/20,AQS,60731006,1,2.3,ug/m3 LC,10,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/25/20,AQS,60731006,1,1.7,ug/m3 LC,7,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/26/20,AQS,60731006,1,2.1,ug/m3 LC,9,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/27/20,AQS,60731006,1,3.5,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/28/20,AQS,60731006,1,5.3,ug/m3 LC,22,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/29/20,AQS,60731006,1,6.1,ug/m3 LC,25,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/30/20,AQS,60731006,1,6.1,ug/m3 LC,25,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
3/31/20,AQS,60731006,1,6.1,ug/m3 LC,25,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/1/20,AQS,60731006,1,9.4,ug/m3 LC,39,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/2/20,AQS,60731006,1,8.7,ug/m3 LC,36,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/3/20,AQS,60731006,1,8.8,ug/m3 LC,37,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/4/20,AQS,60731006,1,9,ug/m3 LC,38,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/5/20,AQS,60731006,1,3.5,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/6/20,AQS,60731006,1,2,ug/m3 LC,8,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/7/20,AQS,60731006,1,1.7,ug/m3 LC,7,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/8/20,AQS,60731006,1,1.3,ug/m3 LC,5,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/9/20,AQS,60731006,1,1.4,ug/m3 LC,6,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/10/20,AQS,60731006,1,1.1,ug/m3 LC,5,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/11/20,AQS,60731006,1,3.6,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/12/20,AQS,60731006,1,2.7,ug/m3 LC,11,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/13/20,AQS,60731006,1,3.8,ug/m3 LC,16,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/14/20,AQS,60731006,1,5.8,ug/m3 LC,24,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/15/20,AQS,60731006,1,4,ug/m3 LC,17,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/16/20,AQS,60731006,1,4.9,ug/m3 LC,20,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/17/20,AQS,60731006,1,5.3,ug/m3 LC,22,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/18/20,AQS,60731006,1,3.6,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/19/20,AQS,60731006,1,3.7,ug/m3 LC,15,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/20/20,AQS,60731006,1,4.7,ug/m3 LC,20,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/21/20,AQS,60731006,1,5.3,ug/m3 LC,22,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/22/20,AQS,60731006,1,6.7,ug/m3 LC,28,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/23/20,AQS,60731006,1,7.7,ug/m3 LC,32,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/24/20,AQS,60731006,1,8.8,ug/m3 LC,37,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/25/20,AQS,60731006,1,7.1,ug/m3 LC,30,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/26/20,AQS,60731006,1,5.3,ug/m3 LC,22,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
4/27/20,AQS,60731006,1,8.1,ug/m3 LC,34,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/2/20,AQS,60731006,1,7.1,ug/m3 LC,30,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/3/20,AQS,60731006,1,6.2,ug/m3 LC,26,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/4/20,AQS,60731006,1,6.8,ug/m3 LC,28,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/5/20,AQS,60731006,1,7.6,ug/m3 LC,32,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/6/20,AQS,60731006,1,7.7,ug/m3 LC,32,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/7/20,AQS,60731006,1,8.1,ug/m3 LC,34,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/8/20,AQS,60731006,1,12.4,ug/m3 LC,52,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/9/20,AQS,60731006,1,13.9,ug/m3 LC,55,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/10/20,AQS,60731006,1,8.9,ug/m3 LC,37,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/11/20,AQS,60731006,1,6.6,ug/m3 LC,28,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/12/20,AQS,60731006,1,2.9,ug/m3 LC,12,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/13/20,AQS,60731006,1,3.4,ug/m3 LC,14,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/14/20,AQS,60731006,1,5.6,ug/m3 LC,23,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/15/20,AQS,60731006,1,6.5,ug/m3 LC,27,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/16/20,AQS,60731006,1,9.9,ug/m3 LC,41,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/17/20,AQS,60731006,1,11.4,ug/m3 LC,48,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/18/20,AQS,60731006,1,3.2,ug/m3 LC,13,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/19/20,AQS,60731006,1,2.7,ug/m3 LC,11,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/20/20,AQS,60731006,1,3.2,ug/m3 LC,13,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/21/20,AQS,60731006,1,5.1,ug/m3 LC,21,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/22/20,AQS,60731006,1,8.2,ug/m3 LC,34,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/23/20,AQS,60731006,1,10.2,ug/m3 LC,43,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
5/24/20,AQS,60731006,1,10.9,ug/m3 LC,45,Alpine,1,100,88502,Acceptable PM2.5 AQI & Speciation Mass,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.842318,-116.768293
